tender,firm rut,buyer,select,offer send,value offer,offer open,offer close,dt_signature
1057049-124-LE20,82983100-7,61608604-9,0,2020-06-23,16711.19786736,2020-06-10,2020-07-06,2020-07-25
1545-428-LE17,82999400-3,61602260-1,1,2018-01-09,14081.31,2017-12-27,2018-01-22,2018-02-17
5051-1-LQ18,82999400-3,61606901-2,1,2018-01-19,2652.94571,2018-01-06,2018-02-01,2018-02-16
2252-3-LE18,82999400-3,61608408-9,0,2018-01-26,11108.7,2018-01-16,2018-02-11,2018-03-09
1663-15-LE18,82999400-3,61602276-8,1,2018-02-05,28201.2075,2018-01-23,2018-02-18,2018-03-11
1620-12-L118,82999400-3,61602146-K,1,2018-02-12,3084.93075,2018-01-30,2018-02-25,2018-03-20
507428-7-LP18,82999400-3,61979210-6,1,2018-03-13,19295.3352,2018-02-28,2018-03-26,2018-04-16
1499-34-LP18,82999400-3,61608402-K,1,2018-02-27,76230.7994622,2018-02-14,2018-03-12,2018-04-03
2060-41-LE18,82999400-3,61602222-9,1,2018-02-26,6507.964992,2018-02-13,2018-03-11,2018-04-03
1625-8-LQ18,82999400-3,61602198-2,0,2018-03-19,47643.157252002,2018-03-06,2018-04-01,2018-04-25
1625-8-LQ18,82999400-3,61602198-2,1,2018-03-19,1203.40125282,2018-03-06,2018-04-01,2018-04-25
1155-11-LE18,82999400-3,61602057-9,1,2018-03-09,4149.72878,2018-02-24,2018-03-22,2018-04-08
2084-18-LE18,82999400-3,61607900-K,1,2018-03-17,45943.077,2018-03-04,2018-03-30,2018-04-24
4309-63-LQ18,82999400-3,61602189-3,0,2018-04-09,1824066.1,2018-03-23,2018-04-18,2018-05-10
2142-19-LQ18,82999400-3,61607002-9,0,2018-04-04,134085.029652048,2018-03-23,2018-04-18,2018-05-13
3950-12-LE18,82999400-3,61974600-7,1,2018-04-06,9485.755,2018-03-24,2018-04-19,2018-05-11
1552-13-LP18,82999400-3,61606300-6,0,2018-04-04,8160.0342,2018-03-29,2018-04-24,2018-05-12
4309-87-LQ18,82999400-3,61602189-3,1,2018-04-05,177786.01056,2018-03-23,2018-04-18,2018-05-07
2120-59-LE18,82999400-3,61608502-6,1,2018-04-02,1339.200684,2018-03-20,2018-04-15,2018-05-08
1627-36-L118,82999400-3,61602145-1,1,2018-04-02,4813.4177555,2018-03-20,2018-04-15,2018-05-03
4309-79-LQ18,82999400-3,61602189-3,1,2018-05-15,294199.26612,2018-05-02,2018-05-28,2018-06-15
2105-48-LR18,82999400-3,61606402-9,1,2018-05-23,634096.69813326,2018-05-10,2018-06-05,2018-06-25
4309-96-LQ18,82999400-3,61602189-3,0,2018-05-17,2075839.95024,2018-04-28,2018-05-24,2018-06-11
4309-104-LQ18,82999400-3,61602189-3,1,2018-04-25,317639.50713606,2018-04-12,2018-05-08,2018-05-27
5483-12-L118,82999400-3,61606100-3,1,2018-04-16,4762.7485212,2018-04-03,2018-04-29,2018-05-24
415-21-LE18,82999400-3,61602201-6,1,2018-04-13,25115.6737875,2018-03-31,2018-04-26,2018-05-19
1514-57-LQ18,82999400-3,61602275-K,1,2018-05-07,409235.6135856,2018-04-24,2018-05-20,2018-06-14
1398-33-LQ18,82999400-3,61606800-8,0,2018-04-24,328456.335351,2018-04-04,2018-04-30,2018-05-20
1641-90-LQ18,82999400-3,61608204-3,1,2018-05-07,195123.01962,2018-04-24,2018-05-20,2018-06-13
4855-112-LQ18,82999400-3,61608502-6,1,2018-05-07,1493.09917494,2018-04-24,2018-05-20,2018-06-07
1625-28-LQ18,82999400-3,61602198-2,1,2018-05-02,1368.211484793,2018-04-19,2018-05-15,2018-06-03
2096-8-LE18,82999400-3,61607307-9,1,2018-04-30,1209.990882,2018-04-17,2018-05-13,2018-05-29
494-2-LQ18,82999400-3,61606307-3,1,2018-05-07,384520.855734564,2018-04-24,2018-05-20,2018-06-10
415-19-LQ18,82999400-3,61602201-6,0,2018-06-19,139192.896,2018-06-07,2018-07-03,2018-07-23
1495-20-LE18,82999400-3,61608400-3,0,2018-05-10,41608.919712,2018-05-01,2018-05-27,2018-06-13
699866-36-LE18,82999400-3,61606901-2,1,2018-05-15,1350.92973,2018-05-02,2018-05-28,2018-06-18
1669-275-L118,82999400-3,61608604-9,1,2018-05-09,4893.226536,2018-04-26,2018-05-22,2018-06-14
957008-2-LE18,82999400-3,61999030-7,1,2018-05-18,1719.0705,2018-05-05,2018-05-31,2018-06-17
2130-59-LE18,82999400-3,61607202-1,1,2018-05-16,18279.6873888,2018-05-03,2018-05-29,2018-06-14
873299-40-LQ18,82999400-3,61602054-4,1,2018-06-14,1202.7470808,2018-06-01,2018-06-27,2018-07-16
1622-13-LP18,82999400-3,61602141-9,1,2018-06-07,54241.0194,2018-05-25,2018-06-20,2018-07-10
617807-12-LQ18,82999400-3,61602036-6,0,2018-06-25,187949.5608,2018-06-12,2018-07-08,2018-07-25
1963-15-L118,82999400-3,61608000-8,0,2018-06-27,18806.0192,2018-06-08,2018-07-04,2018-07-23
415-25-LQ18,82999400-3,61602201-6,0,2018-06-21,134457.129786,2018-06-08,2018-07-04,2018-07-15
1669-319-L118,82999400-3,61608604-9,0,2018-06-06,15819.2838,2018-05-24,2018-06-19,2018-07-07
1978-70-L118,82999400-3,61606900-4,1,2018-06-18,7802.2572,2018-06-05,2018-07-01,2018-07-23
2098-92-LE18,82999400-3,61602211-3,0,2018-07-03,67222.572,2018-06-20,2018-07-16,2018-08-03
884-58-LQ18,82999400-3,61608500-K,0,2018-06-21,248784.645,2018-06-12,2018-07-08,2018-07-22
1553-750-L118,82999400-3,61607502-0,0,2018-06-21,11669.29356,2018-06-07,2018-07-03,2018-07-27
1553-771-L118,82999400-3,61607502-0,0,2018-06-21,12384.60096864,2018-06-09,2018-07-05,2018-07-25
5184-84-L118,82999400-3,61606917-9,1,2018-07-03,36569.235,2018-06-20,2018-07-16,2018-08-05
2144-42-LE18,82999400-3,61607602-7,1,2018-06-28,4626.88588,2018-06-15,2018-07-11,2018-08-01
1669-338-L118,82999400-3,61608604-9,0,2018-07-03,46359.439248,2018-06-13,2018-07-09,2018-07-29
2109-9-LE18,82999400-3,61608203-5,0,2018-07-09,19670.6005,2018-06-25,2018-07-21,2018-08-11
2165-195-LQ18,82999400-3,61608406-2,0,2018-07-13,1214.690221024,2018-06-30,2018-07-26,2018-08-17
4855-192-LE18,82999400-3,61608502-6,0,2018-07-19,1251.092355738,2018-07-06,2018-08-01,2018-08-20
1620-67-L118,82999400-3,61602146-K,1,2018-07-11,3269.2611,2018-06-28,2018-07-24,2018-08-16
1549-286-L118,82999400-3,61608002-4,1,2018-07-11,7235.62077648,2018-06-28,2018-07-24,2018-08-05
2204-24-LP18,82999400-3,61607302-8,1,2018-08-03,1208.3536837,2018-07-21,2018-08-16,2018-09-06
2069-77-LQ18,82999400-3,61608101-2,0,2018-07-30,1203.365998056,2018-07-17,2018-08-12,2018-08-31
1553-914-L118,82999400-3,61607502-0,0,2018-07-23,6938.750784,2018-07-10,2018-08-05,2018-08-28
359-67-LP18,82999400-3,61608404-6,1,2018-07-30,48642.7921739017,2018-07-17,2018-08-12,2018-08-29
2252-391-LE18,82999400-3,61608408-9,1,2018-07-30,29341.95096,2018-07-17,2018-08-12,2018-09-04
2204-25-LE18,82999400-3,61607302-8,1,2018-08-01,1360.94253,2018-07-19,2018-08-14,2018-08-30
1553-934-L118,82999400-3,61607502-0,1,2018-07-26,2732.77067214,2018-07-13,2018-08-08,2018-08-26
2146-70-L118,82999400-3,61606405-3,1,2018-08-06,2464.54845,2018-07-24,2018-08-19,2018-09-07
1704-30-LQ18,82999400-3,61606608-0,0,2018-08-21,1332.571209,2018-08-08,2018-09-03,2018-09-24
1704-34-LQ18,82999400-3,61606608-0,1,2018-08-21,1201.363807265,2018-08-08,2018-09-03,2018-09-23
1641-147-LQ18,82999400-3,61608204-3,1,2018-09-07,276032.306713,2018-08-25,2018-09-20,2018-10-04
686694-19-LQ18,82999400-3,61607100-9,0,2018-08-27,230380.5728,2018-08-11,2018-09-06,2018-09-25
2026-76-LQ18,82999400-3,61606600-5,0,2018-08-29,1207.23808325,2018-08-11,2018-09-06,2018-09-22
4855-207-LQ18,82999400-3,61608502-6,1,2018-09-14,2540.6453986,2018-09-01,2018-09-27,2018-10-22
2086-123-LE18,82999400-3,61606203-4,1,2018-08-24,3485.7105,2018-08-11,2018-09-06,2018-09-29
2107-232-L118,82999400-3,61602148-6,0,2018-08-22,4430.47084,2018-08-10,2018-09-05,2018-09-19
1155-84-LE18,82999400-3,61602057-9,0,2018-09-03,75257.0202,2018-08-17,2018-09-12,2018-10-03
1621-77-L118,82999400-3,61602151-6,1,2018-09-03,2114.2842,2018-08-21,2018-09-16,2018-10-02
2130-111-LQ18,82999400-3,61607202-1,1,2018-09-14,132856.9248,2018-09-01,2018-09-27,2018-10-17
359-73-LE18,82999400-3,61608404-6,1,2018-09-05,5983.973790816,2018-08-23,2018-09-18,2018-10-06
777304-13-LQ18,82999400-3,65075485-9,1,2018-09-24,22335.360412875,2018-09-11,2018-10-07,2018-11-03
415-42-LQ18,82999400-3,61602201-6,0,2018-09-26,315819.359264604,2018-09-14,2018-10-10,2018-10-29
359-78-LQ18,82999400-3,61608404-6,1,2018-09-12,194217.831305515,2018-08-30,2018-09-25,2018-10-22
1380-197-LQ18,82999400-3,61602232-6,0,2018-09-14,353309.3658732,2018-09-01,2018-09-27,2018-10-16
1541-52-LQ18,82999400-3,61608107-1,0,2018-09-25,171705.9693,2018-09-12,2018-10-08,2018-10-27
1541-53-LQ18,82999400-3,61608107-1,0,2018-09-25,213414.5785,2018-09-12,2018-10-08,2018-10-27
2069-112-LQ18,82999400-3,61608101-2,0,2018-10-01,1227.1693405,2018-09-18,2018-10-14,2018-11-03
1628-87-L118,82999400-3,61602132-K,1,2018-09-20,2631.897675,2018-09-07,2018-10-03,2018-10-26
2069-122-LQ18,82999400-3,61608101-2,1,2018-10-02,2750.504329493,2018-09-19,2018-10-15,2018-11-08
1549-418-LE18,82999400-3,61608002-4,0,2018-10-05,233154.054192,2018-09-27,2018-10-23,2018-11-12
4309-273-LE18,82999400-3,61602189-3,1,2018-10-23,1207.1656422,2018-10-10,2018-11-05,2018-11-26
608-281-LQ18,82999400-3,61606602-1,1,2018-11-08,57354.103234992,2018-10-26,2018-11-21,2018-12-07
1691-6-LE18,82999400-3,61602280-6,1,2018-11-16,1605.560574,2018-11-03,2018-11-29,2018-12-24
1622-40-LP18,82999400-3,61602141-9,0,2018-11-19,101666.736,2018-11-01,2018-11-27,2018-12-11
732434-21-LQ18,82999400-3,65913720-8,1,2018-12-03,0,2018-11-20,2018-12-16,2019-01-04
4309-271-LQ18,82999400-3,61602189-3,0,2018-11-19,6028.4275578,2018-11-06,2018-12-02,2018-12-22
1540-112-LE18,82999400-3,61607904-2,1,2018-11-19,51228.6369,2018-11-06,2018-12-02,2018-12-21
1548-27-LE18,82999400-3,61607304-4,0,2018-11-16,1208.854626,2018-11-02,2018-11-28,2018-12-17
4309-313-LE18,82999400-3,61602189-3,1,2018-12-06,1323.964764,2018-11-23,2018-12-19,2019-01-01
4309-315-LQ18,82999400-3,61602189-3,1,2018-12-03,0,2018-11-20,2018-12-16,2019-01-08
4640-69-LE18,82999400-3,61602203-2,1,2018-12-07,1347.5771,2018-11-24,2018-12-20,2019-01-13
873299-181-LQ18,82999400-3,61602054-4,0,2018-12-20,1203.240793116,2018-12-05,2018-12-31,2019-01-18
732434-18-LR18,82999400-3,65913720-8,0,2019-01-22,0,2019-01-09,2019-02-04,2019-02-26
2130-134-LQ18,82999400-3,61607202-1,1,2019-01-02,270999.936,2018-12-20,2019-01-15,2019-02-06
732434-25-LE18,82999400-3,65913720-8,0,2018-12-17,0,2018-11-25,2018-12-21,2019-01-10
2258-234-LQ18,82999400-3,61606201-8,1,2018-12-13,289532.04638112,2018-11-30,2018-12-26,2019-01-14
1641-271-LQ18,82999400-3,61608204-3,1,2018-12-20,279851.98392192,2018-12-07,2019-01-02,2019-01-18
2113-40-LP18,82999400-3,61607306-0,1,2019-01-02,0,2018-12-20,2019-01-15,2019-02-01
4309-351-LE18,82999400-3,61602189-3,1,2018-12-21,50027.9232,2018-12-08,2019-01-03,2019-01-25
1541-74-LQ18,82999400-3,61608107-1,1,2019-01-03,321122.171606016,2018-12-21,2019-01-16,2019-02-09
4309-309-LQ18,82999400-3,61602189-3,1,2019-01-17,244202.1521356,2019-01-04,2019-01-30,2019-02-17
2258-248-LQ18,82999400-3,61606201-8,1,2019-01-24,286664.7885507,2019-01-11,2019-02-06,2019-02-24
699866-1-LE19,82999400-3,61606901-2,1,2019-01-14,6283.73074,2019-01-01,2019-01-27,2019-02-21
2192-1-L119,82999400-3,61607508-K,1,2019-01-09,0,2018-12-27,2019-01-22,2019-02-12
2058-2-LQ19,82999400-3,61608102-0,1,2019-01-28,1829.632311,2019-01-15,2019-02-10,2019-02-26
5051-5-LQ19,82999400-3,61606901-2,1,2019-01-31,2759.32732417,2019-01-18,2019-02-13,2019-03-05
2198-6-L119,82999400-3,61607503-9,1,2019-01-28,1211.520366,2019-01-15,2019-02-10,2019-02-28
1549-14-LE19,82999400-3,61608002-4,0,2019-01-29,67368.256,2019-01-17,2019-02-12,2019-03-02
507428-8-LE19,82999400-3,61979210-6,1,2019-02-11,34431.825,2019-01-29,2019-02-24,2019-03-16
1057545-3-LQ19,82999400-3,61607500-4,1,2019-02-18,0,2019-02-05,2019-03-03,2019-03-20
1057055-17-LP19,82999400-3,61608604-9,0,2019-02-05,114719.9142,2019-01-29,2019-02-24,2019-03-18
2258-246-LQ18,82999400-3,61606201-8,1,2019-02-26,1228.23384599,2019-02-13,2019-03-11,2019-03-26
1057544-12-LQ19,82999400-3,61607202-1,1,2019-02-26,303786.143903218,2019-02-13,2019-03-11,2019-03-31
1979-16-LE19,82999400-3,61607401-6,1,2019-02-08,1350.844617,2019-01-26,2019-02-21,2019-03-14
1663-19-LE19,82999400-3,61602276-8,1,2019-03-05,8513.6784,2019-02-20,2019-03-18,2019-04-08
4855-14-LQ19,82999400-3,61608502-6,1,2019-03-13,2540.5363034,2019-02-28,2019-03-26,2019-04-16
2080-59-LE19,82999400-3,61602138-9,1,2019-03-04,41928.04659,2019-02-19,2019-03-17,2019-04-08
782174-35-LQ19,82999400-3,61980320-5,1,2019-03-22,26288.102965695,2019-03-09,2019-04-04,2019-04-18
1063538-31-LE19,82999400-3,61602260-1,1,2019-04-01,1341.5352015,2019-03-19,2019-04-14,2019-05-03
4309-66-LP19,82999400-3,61602189-3,1,2019-03-14,101847.2544,2019-03-01,2019-03-27,2019-04-22
4855-22-LE19,82999400-3,61608502-6,0,2019-03-15,1211.599895615,2019-03-05,2019-03-31,2019-04-15
1057509-57-LP19,82999400-3,61607001-0,0,2019-04-03,97392.1156658,2019-03-26,2019-04-21,2019-05-08
732434-4-LP19,82999400-3,65913720-8,1,2019-04-04,1262.904534,2019-03-22,2019-04-17,2019-05-11
1288-4-LQ19,82999400-3,61608200-0,1,2019-04-11,261907.841163,2019-03-29,2019-04-24,2019-05-10
4661-8-LE19,82999400-3,61975100-0,1,2019-04-04,55754.370484152,2019-03-22,2019-04-17,2019-05-08
2126-10-LR19,82999400-3,61606403-7,1,2019-05-30,569210.199758716,2019-05-17,2019-06-12,2019-06-30
777304-7-LQ19,82999400-3,65075485-9,0,2019-05-10,1330.356798,2019-04-27,2019-05-23,2019-06-14
777304-7-LQ19,82999400-3,65075485-9,0,2019-05-10,1343.841984,2019-04-27,2019-05-23,2019-06-14
2080-89-LQ19,82999400-3,61602138-9,1,2019-04-22,164370.7506,2019-04-09,2019-05-05,2019-05-28
777304-10-LQ19,82999400-3,65075485-9,0,2019-04-22,0,2019-04-09,2019-05-05,2019-05-23
2165-89-LQ19,82999400-3,61608406-2,1,2019-04-15,301761.70630486,2019-04-02,2019-04-28,2019-05-15
1057055-58-LE19,82999400-3,61608604-9,0,2019-04-10,37160.13639504,2019-03-28,2019-04-23,2019-05-15
1057494-18-LP19,82999400-3,61608102-0,1,2019-04-30,31410.15796942,2019-04-17,2019-05-13,2019-06-05
4309-129-LQ19,82999400-3,61602189-3,1,2019-05-10,2452.33925674,2019-04-27,2019-05-23,2019-06-12
494-6-LP19,82999400-3,61606307-3,1,2019-05-06,28170.372,2019-04-23,2019-05-19,2019-06-04
1057548-18-L119,82999400-3,61607503-9,1,2019-04-22,1211.6871612,2019-04-09,2019-05-05,2019-05-22
2146-29-L119,82999400-3,61606405-3,1,2019-04-23,2660.89515,2019-04-10,2019-05-06,2019-05-25
1676-22-LE19,82999400-3,61958500-3,1,2019-04-26,1237.154684138,2019-04-13,2019-05-09,2019-05-27
2069-29-LE19,82999400-3,61608101-2,1,2019-05-08,3429.462349114,2019-04-25,2019-05-21,2019-06-15
1555-6-LQ19,82999400-3,61606303-0,1,2019-05-03,134253.8352,2019-04-20,2019-05-16,2019-06-07
2069-38-LQ19,82999400-3,61608101-2,0,2019-05-20,0,2019-05-07,2019-06-02,2019-06-25
2258-75-LQ19,82999400-3,61606201-8,0,2019-05-15,4032.35484,2019-05-03,2019-05-29,2019-06-15
1057417-85-LQ19,82999400-3,61607301-K,1,2019-05-31,224898.2292,2019-05-18,2019-06-13,2019-07-01
4309-161-LE19,82999400-3,61602189-3,1,2019-05-20,25701.0254292,2019-05-07,2019-06-02,2019-06-24
2115-16-LE19,82999400-3,65061030-K,1,2019-05-13,0,2019-04-30,2019-05-26,2019-06-13
2138-16-LE19,82999400-3,61978730-7,1,2019-05-20,1214.1617742,2019-05-07,2019-06-02,2019-06-21
1175-53-LR19,82999400-3,61607400-8,0,2019-06-18,581688.2343,2019-06-05,2019-07-01,2019-07-20
1660-97-LE19,82999400-3,61606408-8,1,2019-06-04,1416.76185,2019-05-22,2019-06-17,2019-07-05
1057402-54-LQ19,82999400-3,61607901-8,1,2019-06-17,289386.362226054,2019-06-04,2019-06-30,2019-07-13
4855-58-LE19,82999400-3,61608502-6,0,2019-06-03,1211.192136855,2019-05-17,2019-06-12,2019-07-03
4855-61-LE19,82999400-3,61608502-6,1,2019-06-03,1235.833623963,2019-05-21,2019-06-16,2019-07-04
898-51-LQ19,82999400-3,61602126-5,1,2019-06-20,1211.92190175,2019-06-07,2019-07-03,2019-07-20
619133-24-LP19,82999400-3,61602038-2,0,2019-06-25,1205.0548155,2019-06-13,2019-07-09,2019-08-01
2258-145-LQ19,82999400-3,61606201-8,1,2019-06-19,285192.034626615,2019-06-06,2019-07-02,2019-07-24
1155-44-LE19,82999400-3,61602057-9,1,2019-06-26,68790.1044,2019-06-13,2019-07-09,2019-08-03
1080093-2-LE19,82999400-3,61607900-K,1,2019-07-02,29941.1032398,2019-06-19,2019-07-15,2019-08-04
2069-60-LQ19,82999400-3,61608101-2,0,2019-07-22,1245.670949467,2019-07-09,2019-08-04,2019-08-24
1398-72-LE19,82999400-3,61606800-8,1,2019-07-11,41106.145422,2019-06-28,2019-07-24,2019-08-12
1070620-36-LE19,82999400-3,62000530-4,1,2019-07-18,1210.203193,2019-07-05,2019-07-31,2019-08-15
1057055-105-LQ19,82999400-3,61608604-9,1,2019-07-19,308975.2355678,2019-07-06,2019-08-01,2019-08-23
5184-135-LE19,82999400-3,61606917-9,0,2019-08-02,21186.96188775,2019-07-20,2019-08-15,2019-09-06
1057541-20-L119,82999400-3,61607200-5,1,2019-07-29,3605.03835,2019-07-16,2019-08-11,2019-08-28
1002772-55-LP19,82999400-3,61608205-1,1,2019-07-31,61649.545728,2019-07-18,2019-08-13,2019-09-06
1057536-11-LR19,82999400-3,61607700-7,0,2019-09-23,808257.792,2019-09-10,2019-10-06,2019-10-25
1057472-33-LR19,82999400-3,61980320-5,1,2019-09-06,31716.57151447,2019-08-24,2019-09-19,2019-10-13
1703-21-LE19,82999400-3,61606609-9,1,2019-09-02,1326.10278,2019-08-20,2019-09-15,2019-10-09
359-39-LE19,82999400-3,61608404-6,1,2019-08-16,22048.16628622,2019-08-03,2019-08-29,2019-09-18
1057492-76-LP19,82999400-3,61959800-8,1,2019-08-20,115014.593720676,2019-08-07,2019-09-02,2019-09-26
1002772-64-LQ19,82999400-3,61608205-1,1,2019-08-22,275599.64928,2019-08-09,2019-09-04,2019-09-22
1070620-51-LQ19,82999400-3,62000530-4,0,2019-09-09,88894.675496,2019-08-27,2019-09-22,2019-10-12
1057501-158-LE19,82999400-3,61608502-6,1,2019-09-05,1317.695928,2019-08-23,2019-09-18,2019-10-08
1057417-12-LR19,82999400-3,61607301-K,1,2019-10-23,372558.92,2019-10-10,2019-11-05,2019-11-21
4309-283-LQ19,82999400-3,61602189-3,1,2019-09-24,1314.83175,2019-09-11,2019-10-07,2019-10-28
1514-64-LR19,82999400-3,61602275-K,1,2019-10-07,339078.2075084,2019-09-24,2019-10-20,2019-11-12
2258-241-LQ19,82999400-3,61606201-8,1,2019-11-05,274500.8816187,2019-10-23,2019-11-18,2019-12-11
1978-55-LE19,82999400-3,61606900-4,1,2019-11-04,20172.792,2019-10-22,2019-11-17,2019-12-06
5051-69-LQ19,82999400-3,61606901-2,1,2019-10-28,2664.2349309,2019-10-15,2019-11-10,2019-11-23
5184-57-LQ19,82999400-3,61606917-9,1,2019-12-02,207186.463566,2019-11-19,2019-12-15,2020-01-04
2258-260-LQ19,82999400-3,61606201-8,1,2019-11-18,250098.6542718,2019-11-05,2019-12-01,2019-12-21
1641-259-LR19,82999400-3,61608204-3,1,2019-12-20,597745.84874742,2019-12-07,2020-01-02,2020-01-17
1947-159-LP19,82999400-3,61608004-0,1,2019-11-28,1204.88970066,2019-11-15,2019-12-11,2019-12-29
1641-284-LQ19,82999400-3,61608204-3,1,2019-12-16,209216.9835588,2019-12-03,2019-12-29,2020-01-22
1058088-29-LQ19,82999400-3,61959800-8,1,2019-11-25,231136.8793176,2019-11-12,2019-12-08,2020-01-02
1058085-113-LE19,82999400-3,61608406-2,1,2019-11-13,29398.904994,2019-10-31,2019-11-26,2019-12-16
1057472-75-LQ19,82999400-3,61980320-5,0,2019-12-02,0,2019-11-19,2019-12-15,2020-01-06
1514-93-LR19,82999400-3,61602275-K,1,2019-12-30,244358.6196,2019-12-17,2020-01-12,2020-02-03
1552-52-LE19,82999400-3,61606300-6,1,2019-12-02,0,2019-11-19,2019-12-15,2020-01-03
2138-46-LE19,82999400-3,61978730-7,1,2019-12-02,0,2019-11-19,2019-12-15,2020-01-09
4309-361-LQ19,82999400-3,61602189-3,0,2019-12-09,387534,2019-11-23,2019-12-19,2020-01-06
2107-206-L119,82999400-3,61602148-6,1,2019-12-02,3465.977688,2019-11-19,2019-12-15,2019-12-31
1057402-100-LR19,82999400-3,61607901-8,0,2020-01-20,2265877.93237,2020-01-07,2020-02-02,2020-02-18
1057402-100-LR19,82999400-3,61607901-8,1,2020-01-20,2279101.40794132,2020-01-07,2020-02-02,2020-02-18
1514-65-LQ19,82999400-3,61602275-K,1,2020-01-13,175656.9792,2019-12-31,2020-01-26,2020-02-16
699866-80-LE19,82999400-3,61606901-2,1,2019-12-16,1314.8768055,2019-12-03,2019-12-29,2020-01-21
2258-283-LQ19,82999400-3,61606201-8,1,2020-01-09,222539.1770568,2019-12-27,2020-01-22,2020-02-11
1058012-73-LQ19,82999400-3,61607901-8,1,2019-12-20,144868.67132214,2019-12-07,2020-01-02,2020-01-26
4309-363-LQ19,82999400-3,61602189-3,1,2019-12-28,1291.397803716,2019-12-15,2020-01-10,2020-01-30
1058134-349-L119,82999400-3,61607502-0,0,2019-12-16,1424.14606524,2019-11-29,2019-12-25,2020-01-13
1058134-379-L119,82999400-3,61607502-0,0,2019-12-29,6080.58975828,2019-12-14,2020-01-09,2020-01-28
1057486-31-LR19,82999400-3,61608400-3,1,2020-02-12,315632.20908,2020-01-30,2020-02-25,2020-03-16
2069-128-LR19,82999400-3,61608101-2,1,2020-02-03,2323.972717449,2020-01-21,2020-02-16,2020-03-07
1057402-2-LR20,82999400-3,61607901-8,1,2020-02-16,263892.2214,2020-02-03,2020-02-29,2020-03-16
608-3-LQ20,82999400-3,61606602-1,1,2020-02-18,0,2020-02-05,2020-03-02,2020-03-24
2107-7-LE20,82999400-3,61602148-6,1,2020-01-17,5301.6715542,2020-01-04,2020-01-30,2020-02-17
1058134-22-L120,82999400-3,61607502-0,1,2020-01-21,4960.4644338,2020-01-08,2020-02-03,2020-02-26
699866-7-LP20,82999400-3,61606901-2,1,2020-02-06,8950.352064,2020-01-24,2020-02-19,2020-03-14
1641-17-LR20,82999400-3,61608204-3,1,2020-02-25,820243.47267,2020-02-12,2020-03-09,2020-03-31
5461-4-LP20,82999400-3,61602121-4,0,2020-02-18,0,2020-02-01,2020-02-27,2020-03-19
1705-5-LE20,82999400-3,61606603-K,0,2020-02-10,1209.0491748,2020-01-28,2020-02-23,2020-03-17
2069-9-LR20,82999400-3,61608101-2,1,2020-03-02,559586.466574482,2020-02-18,2020-03-15,2020-04-05
1057472-8-LQ20,82999400-3,61980320-5,0,2020-02-13,1202.442471834,2020-01-31,2020-02-26,2020-03-16
2080-39-LE20,82999400-3,61602138-9,1,2020-02-14,55407.6251508,2020-02-01,2020-02-27,2020-03-18
4309-37-LE20,82999400-3,61602189-3,0,2020-02-24,48219.489,2020-02-08,2020-03-05,2020-03-28
1663-14-LE20,82999400-3,61602276-8,1,2020-02-10,12179.68608,2020-01-28,2020-02-23,2020-03-11
1070620-15-LE20,82999400-3,62000530-4,0,2020-02-14,2318.0472006,2020-02-04,2020-03-01,2020-03-21
1058085-31-LQ20,82999400-3,61608406-2,0,2020-02-17,182593.56378,2020-02-01,2020-02-27,2020-03-13
4465-3-LR20,82999400-3,61606903-9,1,2020-04-29,371700.76095,2020-04-16,2020-05-12,2020-05-31
2258-45-LQ20,82999400-3,61606201-8,1,2020-03-27,236224.768208312,2020-03-14,2020-04-09,2020-05-04
937232-17-LE20,82999400-3,61980620-4,1,2020-03-18,14080.7604,2020-03-05,2020-03-31,2020-04-19
1057498-13-H220,82999400-3,61608107-1,1,2020-04-06,241676.64069,2020-03-24,2020-04-19,2020-05-09
1057494-19-LP20,82999400-3,61608102-0,1,2020-04-08,79374.548998534,2020-03-26,2020-04-21,2020-05-15
1623-9-LE20,82999400-3,61602142-7,0,2020-04-02,5851.3857,2020-03-19,2020-04-14,2020-05-04
2138-16-LE20,82999400-3,61978730-7,1,2020-04-06,0,2020-03-24,2020-04-19,2020-05-13
2258-33-LQ20,82999400-3,61606201-8,1,2020-04-23,243584.42007939,2020-04-10,2020-05-06,2020-05-24
1075963-81-LR20,82999400-3,61606001-5,0,2020-05-04,12070.37773032,2020-04-21,2020-05-17,2020-06-01
1641-86-LR20,82999400-3,61608204-3,1,2020-05-29,456368.382,2020-05-16,2020-06-11,2020-06-26
1058085-76-LQ20,82999400-3,61608406-2,1,2020-05-13,109291.27539,2020-04-30,2020-05-26,2020-06-17
1075963-155-LE20,82999400-3,61606001-5,1,2020-05-13,12443.53692,2020-04-30,2020-05-26,2020-06-17
4309-186-LQ20,82999400-3,61602189-3,1,2020-06-04,0,2020-05-22,2020-06-17,2020-07-06
4309-186-LQ20,82999400-3,61602189-3,0,2020-06-04,0,2020-05-22,2020-06-17,2020-07-06
1058132-37-LQ20,82999400-3,61607202-1,1,2020-06-08,232443.26848434,2020-05-26,2020-06-21,2020-07-10
1057472-24-LQ20,82999400-3,61980320-5,0,2020-06-15,0,2020-06-02,2020-06-28,2020-07-15
1057429-19-LE20,82999400-3,61602201-6,1,2020-07-01,43532.4048,2020-06-18,2020-07-14,2020-08-03
690263-19-LE20,82999400-3,61954500-1,0,2020-06-22,49233.420625,2020-06-09,2020-07-05,2020-07-29
1057545-48-LQ20,82999400-3,61607500-4,1,2020-06-28,1317.170049,2020-06-15,2020-07-11,2020-07-26
