id_firm_rut,cat_year,amt_revenue_value,n_employees
8086678-K,2020,11816596.1,97
8086678-K,2021,11125253.16,50
8086678-K,2022,14360033.54,170
80880700-9,2018,20335109.07,170
80880700-9,2019,13374306.95,93
80880700-9,2020,9540549.01,176
80880700-9,2021,15497691.55,95
80880700-9,2022,20007726.49,122
80885200-4,2018,14456968.16,188
80885200-4,2019,14243147.47,123
80885200-4,2020,12793119.65,147
80885200-4,2021,16465689.47,142
80885200-4,2022,7191993.01,90
8089509-7,2018,15383050.42,122
8089509-7,2019,17951304.32,140
8089509-7,2020,16713675.68,42
8089509-7,2021,20977461.43,59
8089509-7,2022,20358400.61,143
80914400-3,2018,12467659.48,43
80914400-3,2019,15299179.1,53
80914400-3,2020,7477240.09,25
80914400-3,2021,18070267.65,185
80914400-3,2022,15601514.61,115
8091646-9,2018,16079656.25,44
8091646-9,2019,20008518.7,115
8091646-9,2020,17744401.77,28
8091646-9,2021,18484204.66,157
8091646-9,2022,14111097.68,180
8093017-8,2018,22753786.1,140
8093017-8,2019,11216168.06,163
8093017-8,2020,13484486.34,19
8093017-8,2021,12025766.79,119
8093017-8,2022,12281718.49,67
8096010-7,2018,18424420.08,172
8096010-7,2019,13974550.98,109
8096010-7,2020,19697492.63,47
8096010-7,2021,12829602.84,64
8096010-7,2022,15128879.1,103
80971400-4,2018,16712772.37,96
80971400-4,2019,10395256.53,173
80971400-4,2020,22487006.54,98
80971400-4,2021,11330906.92,192
80971400-4,2022,13561575.79,72
80975200-3,2018,12044706.22,9
80975200-3,2019,8474899.92,112
80975200-3,2020,20567154.04,111
80975200-3,2021,19119947.01,32
80975200-3,2022,16757544.64,154
8109519-1,2018,13434540.07,32
8109519-1,2019,9818111.16,146
8109519-1,2020,11645302.41,77
8109519-1,2021,17904971.33,151
8109519-1,2022,14253724.3,80
81099600-5,2018,14089944.28,50
81099600-5,2019,14826340.08,93
81099600-5,2020,17876883.86,78
81099600-5,2021,13576501.54,17
81099600-5,2022,12230791.56,44
8112942-8,2018,17196472.74,49
8112942-8,2019,17062878.68,167
8112942-8,2020,14184747.65,78
8112942-8,2021,7135080.07,148
8112942-8,2022,13126031.14,111
81151900-6,2018,10572775.98,43
81151900-6,2019,14920904.38,50
81151900-6,2020,7705965.57,197
81151900-6,2021,19949737.96,148
81151900-6,2022,19308532.52,179
8118021-0,2018,12437634.51,54
8118021-0,2019,21333177.44,97
8118021-0,2020,20060494.04,153
8118021-0,2021,16612539.2,46
8118021-0,2022,6257057.15,65
81185000-4,2018,25045566.5,157
81185000-4,2019,14977316.58,19
81185000-4,2020,16235079.35,62
81185000-4,2021,7314282.01,29
81185000-4,2022,13624957.84,84
8119906-K,2018,18097768.56,109
8119906-K,2019,19069293.47,14
8119906-K,2020,15361720.06,145
8119906-K,2021,14035590.05,156
8119906-K,2022,16529851.65,18
81204300-5,2018,13588543.69,84
81204300-5,2019,16986482.32,64
81204300-5,2020,17680132.2,140
81204300-5,2021,14806410.88,82
81204300-5,2022,10772727.15,72
81210400-4,2018,20116508.08,155
81210400-4,2019,20071792.12,134
81210400-4,2020,9410973.45,131
81210400-4,2021,15604034.21,63
81210400-4,2022,15085149.14,59
81238500-3,2018,17911885.29,197
81238500-3,2019,9209610.8,92
81238500-3,2020,13617548.79,42
81238500-3,2021,18652964.7,147
81238500-3,2022,17113717.71,51
8126420-1,2018,13566682.37,164
8126420-1,2019,11884930.55,180
8126420-1,2020,24934004.74,157
8126420-1,2021,20064596.49,6
8126420-1,2022,9346899.21,159
8127600-5,2018,17535271.07,63
8127600-5,2019,16470067.29,25
8127600-5,2020,16050884.05,129
8127600-5,2021,19658679.64,173
8127600-5,2022,18617428.56,196
81286300-2,2018,9953820.1,105
81286300-2,2019,14354692.72,5
81286300-2,2020,12261901.16,186
81286300-2,2021,21057784.05,17
81286300-2,2022,16320416.03,27
8132264-3,2018,19818524.83,195
8132264-3,2019,12818938.93,143
8132264-3,2020,20707792.01,57
8132264-3,2021,20347068.46,41
8132264-3,2022,18231544.8,140
81323800-4,2018,9350616.61,140
81323800-4,2019,18935232.11,13
81323800-4,2020,7994415.31,124
81323800-4,2021,18446991.82,47
81323800-4,2022,16638831.01,71
81378300-2,2018,13957728.42,162
81378300-2,2019,23425238.84,13
81378300-2,2020,19054368.48,136
81378300-2,2021,19803272.75,87
81378300-2,2022,8309662.93,156
81380500-6,2018,19607976.33,52
81380500-6,2019,17746085.95,3
81380500-6,2020,8555430.62,143
81380500-6,2021,20608884.63,146
81380500-6,2022,14395491.42,164
8148114-8,2018,15126842.44,200
8148114-8,2019,8762962.36,103
8148114-8,2020,13532690.67,146
8148114-8,2021,19247909.64,99
8148114-8,2022,17238672.89,107
8149302-2,2018,18441953.24,16
8149302-2,2019,13729868.15,128
8149302-2,2020,22042375.42,85
8149302-2,2021,16823000.02,134
8149302-2,2022,16370993.91,73
81494400-K,2018,12487800.86,153
81494400-K,2019,12496799.22,57
81494400-K,2020,15595880.5,23
81494400-K,2021,12125590.48,147
81494400-K,2022,15558611.23,68
81496800-6,2018,17078790.6,76
81496800-6,2019,17622397.73,191
81496800-6,2020,12347315.71,49
81496800-6,2021,14819925.31,129
81496800-6,2022,12398930.63,94
81512000-0,2018,19329799.57,134
81512000-0,2019,12346148.52,167
81512000-0,2020,17482858.98,76
81512000-0,2021,13068734.54,24
81512000-0,2022,12812901.5,102
81527100-9,2018,15931820.07,79
81527100-9,2019,16651392.23,181
81527100-9,2020,15805933.46,105
81527100-9,2021,15751458.73,66
81527100-9,2022,13295216.36,198
81545100-7,2018,14615644.08,182
81545100-7,2019,16571184.91,172
81545100-7,2020,17612244.98,177
81545100-7,2021,13112379.97,151
81545100-7,2022,13097083.18,150
81609600-6,2018,14147906.07,112
81609600-6,2019,13646380.58,121
81609600-6,2020,17987511.02,49
81609600-6,2021,13635678.85,166
81609600-6,2022,16747130.6,51
81624000-K,2018,21724725.74,97
81624000-K,2019,10148246.73,35
81624000-K,2020,14002340.6,146
81624000-K,2021,12796712.92,6
81624000-K,2022,17484214.16,189
8164535-3,2018,8599611.94,25
8164535-3,2019,10495817.81,155
8164535-3,2020,17474798.09,97
8164535-3,2021,15623192.46,141
8164535-3,2022,18746503.53,47
81698900-0,2018,14222291.9,37
81698900-0,2019,10977063.82,27
81698900-0,2020,16606730.87,25
81698900-0,2021,16301478.48,59
81698900-0,2022,15981629.69,193
8171642-0,2018,17083621.05,123
8171642-0,2019,17175994.33,117
8171642-0,2020,10404781.35,172
8171642-0,2021,17917046.2,128
8171642-0,2022,22448851.79,79
8172307-9,2018,11122667.9,162
8172307-9,2019,14398667.48,128
8172307-9,2020,11773562.75,41
8172307-9,2021,16453883.8,195
8172307-9,2022,16452839.42,170
8176945-1,2018,12385834.52,173
8176945-1,2019,13504625.98,59
8176945-1,2020,10621380.66,128
8176945-1,2021,15172206.85,76
8176945-1,2022,11521972.93,70
8179519-3,2018,15434662.38,197
8179519-3,2019,9776140.3,181
8179519-3,2020,8950998.88,131
8179519-3,2021,15075658.88,150
8179519-3,2022,12558740.02,56
81949100-3,2018,19771327.8,7
81949100-3,2019,13727052.96,28
81949100-3,2020,6250059.71,80
81949100-3,2021,14767789.43,176
81949100-3,2022,16646096.75,126
8195172-1,2018,16749088.55,189
8195172-1,2019,18854488.34,113
8195172-1,2020,10015860.69,127
8195172-1,2021,18353289.85,56
8195172-1,2022,10625616.32,77
8196276-6,2018,14808986.06,151
8196276-6,2019,16117016.27,110
8196276-6,2020,21373316.66,17
8196276-6,2021,23428286.44,192
8196276-6,2022,25244682.28,3
8200418-1,2018,18275408.36,78
8200418-1,2019,19934058.65,200
8200418-1,2020,7801531.65,119
8200418-1,2021,12454227.33,81
8200418-1,2022,18903473.18,35
82027800-3,2018,18246998.24,186
82027800-3,2019,18113357.72,10
82027800-3,2020,7163511.05,178
82027800-3,2021,16942433.2,183
82027800-3,2022,20328155.65,43
82031800-5,2018,13355068.62,47
82031800-5,2019,10932054.42,55
82031800-5,2020,12502920.16,148
82031800-5,2021,21789329.87,38
82031800-5,2022,18401287.92,19
8208638-2,2018,12785819.85,127
8208638-2,2019,9159853.88,108
8208638-2,2020,15628360.94,82
8208638-2,2021,11939087.98,84
8208638-2,2022,14064535.76,174
82120600-6,2018,15804628.67,71
82120600-6,2019,21414536.08,137
82120600-6,2020,7022993.06,101
82120600-6,2021,16884457.49,166
82120600-6,2022,13969059.66,157
82122500-0,2018,15332798.45,161
82122500-0,2019,23488714.32,78
82122500-0,2020,8430754.02,20
82122500-0,2021,16211143.15,148
82122500-0,2022,14461606.75,16
8219552-1,2018,10410114.46,9
8219552-1,2019,14385893.38,2
8219552-1,2020,14846790.86,101
8219552-1,2021,16805280.6,121
8219552-1,2022,4407170.33,123
8224350-K,2018,10602880.81,59
8224350-K,2019,14106340.97,142
8224350-K,2020,10409021.31,123
8224350-K,2021,11034860.5,101
8224350-K,2022,15954548.21,19
8226754-9,2018,15244604.26,120
8226754-9,2019,10608995.25,120
8226754-9,2020,9043269.41,90
8226754-9,2021,19744864.15,161
8226754-9,2022,17145954.28,149
8239201-7,2018,9812307.14,79
8239201-7,2019,12138446.44,155
8239201-7,2020,17547525.55,136
8239201-7,2021,15455730.92,184
8239201-7,2022,19741251.1,16
82392600-6,2018,14818080,178
82392600-6,2019,18620221.39,23
82392600-6,2020,11694498.97,51
82392600-6,2021,12943203.14,71
82392600-6,2022,13021514.97,146
8239731-0,2018,16303908.17,180
8239731-0,2019,11591565.78,83
8239731-0,2020,18141914.65,89
8239731-0,2021,15575828.74,42
8239731-0,2022,9253725.43,108
8241078-3,2018,19862895.32,90
8241078-3,2019,17229097.95,172
8241078-3,2020,17564878,2
8241078-3,2021,19840149.33,93
8241078-3,2022,18803785.44,66
8247857-4,2018,15908673.96,186
8247857-4,2019,11800698.42,67
8247857-4,2020,17096779.45,81
8247857-4,2021,13931622.23,109
8247857-4,2022,19098215.46,26
82525800-0,2018,16931293.09,152
82525800-0,2019,16319439.76,23
82525800-0,2020,18642583.74,49
82525800-0,2021,15802814.32,136
82525800-0,2022,24413926.42,27
82531700-7,2018,23503416.67,54
82531700-7,2019,11498166.77,176
82531700-7,2020,16764389.89,1
82531700-7,2021,14994849.27,171
82531700-7,2022,14849411.01,8
8257114-0,2018,26201101.84,38
8257114-0,2019,19663221.05,47
8257114-0,2020,17969737.45,167
8257114-0,2021,10963010.54,25
8257114-0,2022,16617027.41,3
8262740-5,2018,17731197.27,90
8262740-5,2019,19685422.78,165
8262740-5,2020,20136796.93,146
8262740-5,2021,15055546.89,105
8262740-5,2022,13326878.66,196
8273342-6,2018,17874052.68,31
8273342-6,2019,16363084.46,22
8273342-6,2020,8627932.63,65
8273342-6,2021,13265255.19,8
8273342-6,2022,17261164.91,83
82745300-5,2018,18401517.73,120
82745300-5,2019,11236538.18,101
82745300-5,2020,14302397.27,104
82745300-5,2021,10646988.07,28
82745300-5,2022,12650996.77,64
8278920-0,2018,15310468.86,83
8278920-0,2019,16569284.15,66
8278920-0,2020,16266169.12,124
8278920-0,2021,6952295.02,145
8278920-0,2022,19290127.67,75
8279677-0,2018,11551896.46,86
8279677-0,2019,19283128.33,30
8279677-0,2020,11780107.77,149
8279677-0,2021,11224431.81,67
8279677-0,2022,11088891.22,87
8281579-1,2018,14435757.44,155
8281579-1,2019,13366232.83,122
8281579-1,2020,16984820.87,111
8281579-1,2021,20784545.73,120
8281579-1,2022,12963459.81,89
8281955-K,2018,22059028.49,119
8281955-K,2019,11295971.53,39
8281955-K,2020,10500129.86,188
8281955-K,2021,19984347.08,121
8281955-K,2022,18830691.48,150
8295973-4,2018,18944295.14,2
8295973-4,2019,17184209.15,8
8295973-4,2020,22862987.34,133
8295973-4,2021,21345986.23,17
8295973-4,2022,20313271.06,36
82983100-7,2018,14178044.88,103
82983100-7,2019,12241969.39,189
82983100-7,2020,19514875.45,69
82983100-7,2021,20292759.22,62
82983100-7,2022,13130599.42,129
82999400-3,2018,7475200.87,160
82999400-3,2019,14848172.52,2
82999400-3,2020,21084776.12,80
82999400-3,2021,16442385.91,97
82999400-3,2022,15517347.12,155
83001500-0,2018,13541464.38,25
83001500-0,2019,19789362.22,187
83001500-0,2020,18739967.34,90
83001500-0,2021,10114865.17,97
83001500-0,2022,15530319.54,29
83002400-K,2018,16546633.53,194
83002400-K,2019,19335997.96,160
83002400-K,2020,20882720.33,159
83002400-K,2021,14282117.16,80
83002400-K,2022,13679135.94,153
83054200-0,2018,19890070.62,192
83054200-0,2019,10079981.65,154
83054200-0,2020,10602573.42,117
83054200-0,2021,11391128.41,67
83054200-0,2022,17150143.73,57
83083700-0,2018,13470168.38,73
83083700-0,2019,22911495.57,13
83083700-0,2020,17441819.68,126
83083700-0,2021,7016488.49,52
83083700-0,2022,17532441.73,23
83120700-0,2018,19684645.64,107
83120700-0,2019,8976888.03,106
83120700-0,2020,9888517.57,136
83120700-0,2021,16445203.55,183
83120700-0,2022,21090110.63,46
83171800-5,2018,21502575.64,123
83171800-5,2019,15629797.54,157
83171800-5,2020,11095069.46,180
83171800-5,2021,13607399.11,57
83171800-5,2022,16629937.82,80
8318524-4,2018,16096441.77,172
8318524-4,2019,18932685.66,153
8318524-4,2020,17519324.51,140
8318524-4,2021,14501000.08,172
8318524-4,2022,16418677.04,76
83217600-1,2018,13833538.71,117
83217600-1,2019,17989529.07,99
83217600-1,2020,15336699.94,129
83217600-1,2021,15825218.26,76
83217600-1,2022,18038208.65,72
8324242-6,2018,20914882.1,57
8324242-6,2019,11434401.97,35
8324242-6,2020,10048547.43,16
8324242-6,2021,15451866.3,75
8324242-6,2022,7664798.27,182
8327834-K,2018,15953547.82,110
8327834-K,2019,15018517.93,176
8327834-K,2020,17423700.33,73
8327834-K,2021,17085553.91,119
8327834-K,2022,15782767.8,32
8350573-7,2018,16373383.45,92
8350573-7,2019,12066785.33,59
8350573-7,2020,15761616.94,188
8350573-7,2021,19069030.42,10
8350573-7,2022,11963970.21,61
8350957-0,2018,15798130.24,34
8350957-0,2019,19244717.67,183
8350957-0,2020,13212273.85,126
8350957-0,2021,16453258.63,19
8350957-0,2022,17011632.97,67
8353587-3,2018,16052623.53,77
8353587-3,2019,13939026.97,73
8353587-3,2020,17781238.19,48
8353587-3,2021,8431018.95,89
8353587-3,2022,13017053.97,87
83547100-4,2018,17436858.99,110
83547100-4,2019,14538593.54,116
83547100-4,2020,20681742.06,153
83547100-4,2021,16796419.75,16
83547100-4,2022,20193126.75,15
8359026-2,2018,22258954,90
8359026-2,2019,12768943.53,118
8359026-2,2020,13386988.95,24
8359026-2,2021,13535285.09,91
8359026-2,2022,20167309.88,194
8360380-1,2018,15860130.91,184
8360380-1,2019,10781541.76,19
8360380-1,2020,14585916.96,140
8360380-1,2021,14876431.25,76
8360380-1,2022,15318924.11,7
83614800-2,2018,13114899.3,16
83614800-2,2019,11118165.81,3
83614800-2,2020,8616324.85,128
83614800-2,2021,13965574.64,90
83614800-2,2022,11701004.56,63
83628100-4,2018,11064516.35,127
83628100-4,2019,11729588.92,53
83628100-4,2020,13621525.32,29
83628100-4,2021,2111836.88,3
83628100-4,2022,15186658.19,169
8370660-0,2018,12773292.76,10
8370660-0,2019,15702939.35,53
8370660-0,2020,24406902.38,154
8370660-0,2021,18921219.14,85
8370660-0,2022,12327549.54,76
83719500-4,2018,11599696.33,57
83719500-4,2019,14643842.47,191
83719500-4,2020,11697087.63,169
83719500-4,2021,11893894.3,9
83719500-4,2022,12460043.9,3
83763300-1,2018,18497980.04,154
83763300-1,2019,13193484.93,85
83763300-1,2020,23512122.53,59
83763300-1,2021,18507364.27,154
83763300-1,2022,16047025.12,81
8383651-2,2018,14789026.82,173
8383651-2,2019,11942427.5,188
8383651-2,2020,11363036.94,191
8383651-2,2021,18246202.75,181
8383651-2,2022,11671564.74,65
8383985-6,2018,18095589.08,180
8383985-6,2019,14907341.94,184
8383985-6,2020,16323678.37,60
8383985-6,2021,16042801.3,127
8383985-6,2022,16619247.08,156
83895900-8,2018,11750891.36,107
83895900-8,2019,17777213.7,108
83895900-8,2020,10997388.43,160
83895900-8,2021,17994152.46,47
83895900-8,2022,17378032.53,94
83957900-4,2018,9039832.58,173
83957900-4,2019,15677527.59,134
83957900-4,2020,10582170.19,154
83957900-4,2021,11254343.68,128
83957900-4,2022,11865214.82,148
8396060-4,2018,17692867.83,24
8396060-4,2019,12648457.26,10
8396060-4,2020,18521412.97,20
8396060-4,2021,22141540.83,68
8396060-4,2022,10065817.65,5
8399576-9,2018,12830894.22,88
8399576-9,2019,19838354.71,121
8399576-9,2020,15153055.82,13
8399576-9,2021,18442038.67,74
8399576-9,2022,18886047.27,174
84003800-9,2018,18212027.73,173
84003800-9,2019,16625986.69,190
84003800-9,2020,14936660.97,34
84003800-9,2021,17227724.58,180
84003800-9,2022,17772660.73,102
8409405-6,2018,15481102.45,155
8409405-6,2019,17590977.51,30
8409405-6,2020,8028736.51,79
8409405-6,2021,12985901.28,95
8409405-6,2022,15089709.52,171
84265500-5,2018,8402116.6,200
84265500-5,2019,15661819.35,189
84265500-5,2020,18219284.57,197
84265500-5,2021,13613854.66,185
84265500-5,2022,13576809.8,33
84273400-2,2018,12972642.76,135
84273400-2,2019,9431135.8,129
84273400-2,2020,15647837,110
84273400-2,2021,10874717.01,13
84273400-2,2022,11094597.74,2
84303100-5,2018,15591148.33,21
84303100-5,2019,10111641.07,186
84303100-5,2020,16326763.13,158
84303100-5,2021,9971805.39,90
84303100-5,2022,17910611.18,38
84401400-7,2018,10815400.98,74
84401400-7,2019,16442748.04,27
84401400-7,2020,16869731.95,169
84401400-7,2021,14828053.12,15
84401400-7,2022,11875772.09,122
84426400-3,2018,16129504.08,55
84426400-3,2019,11475910.54,7
84426400-3,2020,16724902.56,57
84426400-3,2021,19085989.41,79
84426400-3,2022,12371081.81,88
8448729-5,2018,22084311.99,27
8448729-5,2019,15291789.31,125
8448729-5,2020,14111858.58,132
8448729-5,2021,14848562.05,99
8448729-5,2022,17850871.58,152
8454114-1,2018,22910485.66,137
8454114-1,2019,27687544.27,66
8454114-1,2020,13063522.59,42
8454114-1,2021,12258302.55,74
8454114-1,2022,9552230.73,191
8457446-5,2018,15510170.97,54
8457446-5,2019,14955156.23,39
8457446-5,2020,17178392.44,88
8457446-5,2021,18246113.28,44
8457446-5,2022,19290240.46,65
84588900-7,2018,14748403.46,180
84588900-7,2019,14722142.08,189
84588900-7,2020,17256092.9,163
84588900-7,2021,16697903.07,174
84588900-7,2022,15390005.93,127
84609600-0,2018,22017247.55,164
84609600-0,2019,18356251.97,189
84609600-0,2020,13124506.1,147
84609600-0,2021,15014209.5,56
84609600-0,2022,13457978.91,191
84655500-5,2018,17578697.48,17
84655500-5,2019,10866361.8,64
84655500-5,2020,18938711.85,15
84655500-5,2021,13796362.45,114
84655500-5,2022,18632111.05,105
84702300-7,2018,18425408.73,80
84702300-7,2019,20041633.58,65
84702300-7,2020,14667989.82,120
84702300-7,2021,13380674.09,2
84702300-7,2022,14363416.76,131
8483057-7,2018,16993519.49,158
8483057-7,2019,20672657.88,128
8483057-7,2020,11647836.78,14
8483057-7,2021,10183722.2,114
8483057-7,2022,16439560.47,76
8486721-7,2018,13090383.98,64
8486721-7,2019,20153659.26,194
8486721-7,2020,9068307.17,123
8486721-7,2021,8259005.85,66
8486721-7,2022,13593921.04,64
8488239-9,2018,13308762.65,60
8488239-9,2019,6611556.43,30
8488239-9,2020,12020539.81,155
8488239-9,2021,18769334.17,105
8488239-9,2022,18287052.01,183
8488795-1,2018,20223650.37,154
8488795-1,2019,16422849.84,148
8488795-1,2020,15207560.16,1
8488795-1,2021,15306234.28,58
8488795-1,2022,17108120.45,177
84922000-4,2018,7871145.45,28
84922000-4,2019,23613858.1,98
84922000-4,2020,10169790.77,50
84922000-4,2021,19466769.43,83
84922000-4,2022,14722122.31,26
8497501-K,2018,14162537.45,46
8497501-K,2019,17358032.29,137
8497501-K,2020,9990245.53,109
8497501-K,2021,14276152.56,112
8497501-K,2022,20777050.52,96
85025400-1,2018,10638144.8,192
85025400-1,2019,18281429.64,1
85025400-1,2020,6037068.82,158
85025400-1,2021,13911577.46,135
85025400-1,2022,11828966.13,24
85025700-0,2018,10923939.9,161
85025700-0,2019,16706512.74,188
85025700-0,2020,18496362.59,130
85025700-0,2021,14545438.79,172
85025700-0,2022,8335268.45,57
85060900-4,2018,17146785.92,163
85060900-4,2019,18428950.09,117
85060900-4,2020,14814636.42,85
85060900-4,2021,15803414.05,57
85060900-4,2022,9700413.28,39
85110100-4,2018,18679222.32,78
85110100-4,2019,14163171.04,17
85110100-4,2020,20497345.23,79
85110100-4,2021,7041664.68,59
85110100-4,2022,7155568.9,14
8512183-9,2018,14538632.78,74
8512183-9,2019,11596987.61,31
8512183-9,2020,16307828.43,28
8512183-9,2021,12495500.45,111
8512183-9,2022,8518306.1,71
85132500-K,2018,13284227.79,159
85132500-K,2019,21947720.75,52
85132500-K,2020,11160663.46,200
85132500-K,2021,15894363.05,95
85132500-K,2022,13279497.24,133
8516270-5,2018,18880034.81,54
8516270-5,2019,15138807.38,181
8516270-5,2020,15649747.29,171
8516270-5,2021,18422632.98,23
8516270-5,2022,16403282.33,43
85184600-K,2018,18259248.16,117
85184600-K,2019,11781571.65,138
85184600-K,2020,14371322.43,60
85184600-K,2021,19438555.34,12
85184600-K,2022,18197065.07,16
8518814-3,2018,18412629.22,63
8518814-3,2019,15419493.79,79
8518814-3,2020,15713622.05,92
8518814-3,2021,10265365.11,200
8518814-3,2022,17518830.08,136
85192900-2,2018,11895605.35,133
85192900-2,2019,18344968.57,100
85192900-2,2020,17453986.76,171
85192900-2,2021,16879718.8,127
85192900-2,2022,11819141.13,184
85204000-9,2018,19447415.24,84
85204000-9,2019,19868716.68,192
85204000-9,2020,15170005.59,31
85204000-9,2021,13017657.44,178
85204000-9,2022,15591151.35,123
85218000-5,2018,16475035.98,155
85218000-5,2019,12596198.76,171
85218000-5,2020,16916031.51,77
85218000-5,2021,20243856.74,97
85218000-5,2022,18357554.61,141
8522837-4,2018,16460788.67,164
8522837-4,2019,7613063.06,120
8522837-4,2020,17810955.92,94
8522837-4,2021,18507402.3,163
8522837-4,2022,11951834.87,31
85233500-9,2018,12550078.07,8
85233500-9,2019,18450512.04,198
85233500-9,2020,16230831.87,98
85233500-9,2021,9476246.96,55
85233500-9,2022,16958368.67,167
8527202-0,2018,13680219.57,191
8527202-0,2019,17067283.49,89
8527202-0,2020,13586689.44,147
8527202-0,2021,14477234.21,69
8527202-0,2022,11162215.79,4
8531831-4,2018,13032219.82,108
8531831-4,2019,17246531.36,4
8531831-4,2020,10632587.05,156
8531831-4,2021,18351874.12,140
8531831-4,2022,18528918.2,200
8536593-2,2018,17796432.31,180
8536593-2,2019,8042131.91,3
8536593-2,2020,11163336.51,138
8536593-2,2021,12398661.58,106
8536593-2,2022,18010845.68,132
8537790-6,2018,22868969.94,71
8537790-6,2019,9596974.76,182
8537790-6,2020,10902183.36,65
8537790-6,2021,13447286.11,108
8537790-6,2022,14827523.85,44
8539650-1,2018,12862506.28,50
8539650-1,2019,13382860.6,176
8539650-1,2020,11023452.99,8
8539650-1,2021,14597228.64,8
8539650-1,2022,11896439.83,57
8541790-8,2018,19841182.24,87
8541790-8,2019,8086362.98,159
8541790-8,2020,15853745.85,62
8541790-8,2021,12880224.69,45
8541790-8,2022,18497003.1,12
85443800-K,2018,17312552.1,33
85443800-K,2019,10006651.81,9
85443800-K,2020,7818150.64,129
85443800-K,2021,14699060.61,94
85443800-K,2022,15621485.9,183
85462700-7,2018,18239396.54,190
85462700-7,2019,12836573.21,43
85462700-7,2020,18587904.02,37
85462700-7,2021,20590428,49
85462700-7,2022,18907738.63,16
85479600-3,2018,18674584.38,80
85479600-3,2019,11921968.65,3
85479600-3,2020,13497839.83,20
85479600-3,2021,15724013.18,78
85479600-3,2022,17738881.03,197
85506400-6,2018,16071603.57,155
85506400-6,2019,10777141.84,104
85506400-6,2020,13515115.2,62
85506400-6,2021,19009758.7,161
85506400-6,2022,8766129.06,17
8551278-1,2018,10749864.28,34
8551278-1,2019,13605406.36,174
8551278-1,2020,9527647.65,133
8551278-1,2021,17563221.81,104
8551278-1,2022,18879137.73,43
8551633-7,2018,17974648.32,129
8551633-7,2019,16961417.12,158
8551633-7,2020,13990453.72,61
8551633-7,2021,25305429.72,117
8551633-7,2022,17190106.93,85
8554521-3,2018,18553666.5,16
8554521-3,2019,19395351.28,120
8554521-3,2020,16501650.88,132
8554521-3,2021,21257964.63,46
8554521-3,2022,13267533.62,59
85586300-6,2018,12355939.43,130
85586300-6,2019,21014530.98,168
85586300-6,2020,16918270.58,129
85586300-6,2021,21626753.76,26
85586300-6,2022,14829987.29,65
85590200-1,2018,13700324.16,12
85590200-1,2019,18208751.94,108
85590200-1,2020,12494275.25,33
85590200-1,2021,3892937.91,166
85590200-1,2022,16611432.34,65
85707700-8,2018,12118899.58,133
85707700-8,2019,12942214.81,103
85707700-8,2020,19445068.44,117
85707700-8,2021,9993507.45,60
85707700-8,2022,6536074.44,171
85732200-2,2018,16762145.14,55
85732200-2,2019,15392663.23,199
85732200-2,2020,14574460.22,25
85732200-2,2021,10581940.83,109
85732200-2,2022,25133444.34,44
8582258-6,2018,14180468.87,82
8582258-6,2019,6452619.33,175
8582258-6,2020,17720002.37,66
8582258-6,2021,12784330.61,59
8582258-6,2022,13355092.16,154
8584644-2,2018,14477506.36,10
8584644-2,2019,14113726.21,22
8584644-2,2020,11386959.48,57
8584644-2,2021,17831106.49,181
8584644-2,2022,19569424.34,112
8586892-6,2018,23104212.8,60
8586892-6,2019,17480038.65,199
8586892-6,2020,8708587,42
8586892-6,2021,10759712.73,96
8586892-6,2022,16855704.96,30
85896100-9,2018,14505028.57,12
85896100-9,2019,16008091,194
85896100-9,2020,22653366.46,121
85896100-9,2021,12040840.57,186
85896100-9,2022,19378182.4,17
8590966-5,2018,18583862.84,110
8590966-5,2019,12555999.48,196
8590966-5,2020,10012702.39,103
8590966-5,2021,14459210.5,43
8590966-5,2022,13156568.85,45
8592211-4,2018,13945524.52,52
8592211-4,2019,19678962.74,125
8592211-4,2020,12911505.62,4
8592211-4,2021,6972221.41,175
8592211-4,2022,12076156.34,193
85962100-7,2018,13818331.85,179
85962100-7,2019,16483783.69,99
85962100-7,2020,8265596.34,193
85962100-7,2021,17839869.95,109
85962100-7,2022,27001292.15,200
8605525-2,2018,16499615.99,139
8605525-2,2019,15794190.93,185
8605525-2,2020,12367643.23,109
8605525-2,2021,13418893.99,98
8605525-2,2022,19991285.68,101
8605616-K,2018,18577852.05,120
8605616-K,2019,14951623.45,184
8605616-K,2020,11794839.82,191
8605616-K,2021,11494155.44,34
8605616-K,2022,16154285.58,118
8606480-4,2018,14985179.31,47
8606480-4,2019,19687124.73,40
8606480-4,2020,16319340.65,90
8606480-4,2021,16987206.32,76
8606480-4,2022,7807620.23,168
8607235-1,2018,10827110.55,22
8607235-1,2019,14199109.17,152
8607235-1,2020,12546136.13,47
8607235-1,2021,12888481.92,112
8607235-1,2022,12462002.08,4
8612570-6,2018,16057428.09,36
8612570-6,2019,15149115.82,46
8612570-6,2020,18185840.29,80
8612570-6,2021,15587339.5,30
8612570-6,2022,9580219.47,69
86132100-2,2018,13023265.62,65
86132100-2,2019,16891945.02,166
86132100-2,2020,23666063.03,123
86132100-2,2021,17816767,198
86132100-2,2022,17805727.24,146
86136900-5,2018,13984812.17,76
86136900-5,2019,5972939.65,166
86136900-5,2020,17232548.56,26
86136900-5,2021,11891674.17,147
86136900-5,2022,15330195.27,78
86162100-6,2018,15192776.22,23
86162100-6,2019,15172677.77,140
86162100-6,2020,23874916.47,18
86162100-6,2021,21325447.93,30
