id_tender,amt_payment_value,dt_payment,id_payment
2098-76-LE19,3696.26,2019-06-30,34216-8
2098-76-LE19,13370.71,2019-07-15,34217-23
1057544-16-R121,3087.48,2021-04-30,34218-67
1057544-16-R121,5742.8,2021-04-16,34219-53
1057544-16-R121,3426.22,2021-04-26,34220-63
1080095-13-L121,2634.47,2022-01-01,34221-90
1080095-13-L121,982.23,2022-01-05,34222-94
1080095-13-L121,1094.1,2021-11-20,34223-48
2089-3-LE18,12513.18,2018-06-28,34224-97
1950-116-LE18,4938.39,2018-11-05,34225-13
1950-116-LE18,2053.56,2019-01-24,34226-93
1950-116-LE18,2931.6,2019-01-12,34227-81
2089-12-LE19,11776.62,2019-08-09,34228-74
1057420-10-LE20,10837.32,2020-08-01,34229-41
1057508-1-LE21,0,2021-05-13,34230-73
1057508-1-LE21,0,2021-04-24,34231-54
1057508-1-LE21,0,2021-04-06,34232-36
1057509-77-LE21,0,2021-06-08,34233-29
1057509-77-LE21,0,2021-06-10,34234-31
1057509-77-LE21,0,2021-06-29,34235-50
1057509-77-LE21,0,2021-05-08,34236--2
1057509-77-LE21,0,2021-06-14,34237-35
2146-68-L118,542.98,2018-11-03,34238-64
2146-68-L118,335.87,2018-12-28,34239-119
2146-68-L118,665.72,2018-11-10,34240-71
2146-68-L118,299.2,2018-10-05,34241-35
4906-23-L118,6300.12,2018-09-18,34242-56
4906-23-L118,958.38,2018-09-04,34243-42
4906-23-L118,606.85,2018-08-11,34244-18
1663-11-LP18,33166.41,2018-03-17,34245-2
1663-11-LP18,6746.44,2018-04-22,34246-38
1663-11-LP18,29657.18,2018-04-23,34247-39
2207-162-L118,1511.72,2018-09-30,34248-88
2207-162-L118,2563.13,2018-10-05,34249-93
418-9-LE19,933.32,2019-04-18,34250-37
418-9-LE19,315.5,2019-05-20,34251-69
418-9-LE19,292.93,2019-03-27,34252-15
2171-57-LE18,535.93,2018-11-21,34253--24
2171-57-LE18,506.23,2019-01-24,34254-40
2171-57-LE18,336.06,2019-03-16,34255-91
2171-57-LE18,273.91,2018-12-31,34256-16
2171-44-LE19,36.83,2020-02-22,34257-50
2171-44-LE19,1587.36,2020-02-29,34258-57
608-176-LR20,207.47,2021-01-20,34259-56
608-176-LR20,59.17,2021-01-01,34260-37
608-176-LR20,37.04,2020-12-12,34261-17
608-176-LR20,0.58,2021-03-10,34262-105
608-176-LR20,950.14,2021-01-24,34263-60
617807-2-LQ21,2046.07,2021-03-04,34264-10
2069-118-LQ20,10906.34,2020-12-06,34265-15
2069-118-LQ20,99113.67,2020-12-22,34266-31
2069-118-LQ20,3553.25,2021-02-18,34267-89
2069-118-LQ20,112676.67,2020-12-11,34268-20
1553-111-LE18,1730.55,2018-05-31,34269-88
1553-111-LE18,59.91,2018-04-01,34270-28
1553-111-LE18,443.26,2018-06-06,34271-94
1553-111-LE18,1785.27,2018-04-28,34272-55
1553-111-LE18,1221.43,2018-06-02,34273-90
1553-112-LE18,4.01,2018-05-04,34274-53
1553-112-LE18,452.91,2018-06-15,34275-95
1553-112-LE18,394.76,2018-03-19,34276-7
1553-112-LE18,476.68,2018-05-04,34277-53
1553-344-CO18,1500.45,2018-04-17,34278--2
1553-344-CO18,630.39,2018-04-26,34279-7
1553-344-CO18,3756.28,2018-07-06,34280-78
1553-344-CO18,1818.87,2018-08-04,34281-107
1553-344-CO18,339.46,2018-03-30,34282--20
1553-707-L118,1514.36,2018-07-07,34283--8
1553-310-L119,637.54,2019-07-02,34284-62
1553-310-L119,126.46,2019-05-02,34285-1
1553-310-L119,4008.75,2019-07-30,34286-90
1553-310-L119,444.12,2019-07-13,34287-73
1553-310-L119,384.58,2019-07-10,34288-70
1685-44-L119,636.7,2019-11-23,34289-60
1685-44-L119,246.89,2019-12-07,34290-74
1685-44-L119,321.09,2020-01-03,34291-101
1685-44-L119,959.28,2019-10-24,34292-30
1540-23-LE21,1580.56,2021-06-04,34293-59
690263-13-LP19,14564.69,2019-08-13,34294-63
690263-13-LP19,21876.1,2019-08-25,34295-75
690263-13-LP19,8285.32,2019-06-27,34296-16
690263-13-LP19,25490.87,2019-07-09,34297-28
1057549-11-L119,238.46,2020-01-08,34298-39
1057549-11-L119,281.99,2019-12-11,34299-11
1057549-11-L119,238.2,2020-02-26,34300-88
1057549-11-L119,442.7,2020-02-24,34301-86
1952-106-LQ18,44698.09,2019-03-12,34302-37
1952-106-LQ18,8723.49,2018-12-14,34303--51
2128-5-LQ19,80007.22,2019-04-08,34304-21
2128-5-LQ19,46037.36,2019-03-18,34305-0
2128-5-LQ19,40477.32,2019-03-31,34306-13
2200-50-LE20,1449.56,2021-02-20,34307-69
1656-18-LE21,1666.41,2021-10-08,34308-36
1656-18-LE21,4256.61,2021-10-23,34309-51
1656-18-LE21,39360.48,2021-11-27,34310-86
1656-18-LE21,1252.48,2021-10-03,34311-31
1656-18-LE21,7474.34,2021-10-31,34312-59
1057402-90-LE19,5293.11,2020-01-16,34313-85
1057402-276-LE20,724.62,2020-12-25,34314--16
1057402-276-LE20,1011.84,2021-03-18,34315-67
1057402-276-LE20,528.25,2021-03-28,34316-77
1057402-276-LE20,1211.48,2021-02-18,34317-39
1057402-276-LE20,1018.05,2021-01-22,34318-12
1057503-10-LE20,2907.16,2021-03-25,34319-61
1057503-10-LE20,58821.26,2021-02-20,34320-28
1057503-10-LE20,2045.72,2021-03-04,34321-40
759035-6-LE18,2515.26,2018-06-25,34322-79
886954-107-LE18,16031.09,2018-10-05,34323-56
886954-107-LE18,5054.28,2018-09-26,34324-47
2126-41-LQ18,2669.59,2018-11-19,34325-72
2126-41-LQ18,12.53,2018-11-15,34326-68
2126-41-LQ18,1103.7,2018-10-14,34327-36
1155-95-LE18,17152.69,2019-01-26,34328-104
1155-95-LE18,842.43,2018-11-07,34329-24
1155-95-LE18,9424.92,2018-10-26,34330-12
1155-95-LE18,5046.44,2018-10-27,34331-13
1155-95-LE18,12791.9,2018-12-30,34332-77
1514-28-LE19,8670.55,2019-07-26,34333-86
1514-28-LE19,4432.53,2019-06-13,34334-43
1514-28-LE19,2402.31,2019-06-12,34335-42
1514-28-LE19,9929.01,2019-07-07,34336-67
1514-28-LE19,4503.97,2019-07-21,34337-81
1002772-22-LE19,2399.53,2019-07-23,34338-55
1002772-22-LE19,3727.06,2019-08-28,34339-91
1057402-57-LE19,689.96,2019-08-26,34340-48
1057402-57-LE19,492.7,2019-07-22,34341-13
1057402-57-LE19,85.26,2019-08-20,34342-42
886954-128-LE19,1220.94,2019-09-29,34343-75
1660-109-L119,903.24,2019-08-09,34344-36
1660-109-L119,323.34,2019-09-12,34345-70
2080-258-LP19,28409.87,2019-10-23,34346-38
2080-258-LP19,25263.69,2019-11-30,34347-76
1057489-71-LE19,17847.8,2019-10-15,34348-49
1057489-71-LE19,9188.18,2019-10-28,34349-62
1057489-71-LE19,21914.95,2019-09-22,34350-26
1057534-38-L119,168.39,2020-01-22,34351-84
1057534-38-L119,146.17,2020-02-06,34352-99
1057534-38-L119,274.14,2019-12-11,34353-42
1057534-38-L119,385.56,2019-12-05,34354-36
1057534-38-L119,321.23,2019-12-02,34355-33
1057489-37-LE20,9538.44,2020-04-15,34356-28
1057489-37-LE20,24576.38,2020-05-25,34357-68
1057489-37-LE20,357.18,2020-05-10,34358-53
1057489-95-LE20,2533.82,2020-07-14,34359-44
1057489-95-LE20,46363.89,2020-07-06,34360-36
1057489-216-LE20,147569.28,2020-11-12,34361-40
1057489-216-LE20,5093.66,2020-11-16,34362-44
1057489-216-LE20,11828.13,2021-03-12,34363-160
1057489-216-LE20,60892.13,2020-12-03,34364-61
1057489-216-LE20,24331.43,2020-11-20,34365-48
608-199-LE20,579.73,2021-01-09,34366-52
608-199-LE20,322.51,2021-02-09,34367-83
608-199-LE20,601.89,2020-12-31,34368-43
1641-35-LR21,76381.67,2021-07-26,34369-26
1641-35-LR21,14156.75,2021-09-09,34370-71
1641-35-LR21,21840.94,2021-10-11,34371-103
1641-35-LR21,160282.42,2021-07-21,34372-21
1641-35-LR21,4022.12,2021-09-15,34373-77
1057049-128-LE21,2949.92,2021-09-28,34374-73
1057049-128-LE21,1031.78,2021-11-27,34375-133
1057049-128-LE21,2118.08,2021-06-26,34376--21
1057049-128-LE21,669.81,2021-09-13,34377-58
1057049-128-LE21,1862.85,2021-10-24,34378-99
2102-53-L121,50.37,2021-10-22,34379-11
2102-53-L121,444.16,2021-10-09,34380--2
2102-53-L121,834.32,2021-10-21,34381-10
2102-53-L121,5141.53,2021-10-23,34382-12
1075963-352-L121,258.6,2022-02-19,34383-50
1075963-352-L121,1175.8,2022-02-10,34384-41
1075963-352-L121,627.28,2022-04-12,34385-102
1075963-352-L121,339.08,2022-01-13,34386-13
1075963-352-L121,583.59,2022-03-30,34387-89
673684-46-LQ17,270056.06,2018-05-26,34388-97
1559-16-LQ18,3006.83,2018-06-08,34389-70
1559-16-LQ18,47153.05,2018-06-07,34390-69
1559-16-LQ18,40846.6,2018-05-20,34391-51
1959-41-LE18,16515.67,2018-05-29,34392-25
1959-41-LE18,25722,2018-08-19,34393-107
1959-41-LE18,5362.56,2018-06-18,34394-45
1549-131-L118,174.06,2018-05-22,34395--3
1549-131-L118,3182.76,2018-07-24,34396-60
1549-131-L118,2840.42,2018-06-27,34397-33
1549-131-L118,569.68,2018-08-05,34398-72
2109-6-LE18,9057.02,2018-09-23,34399-99
2109-6-LE18,6119.92,2018-07-15,34400-29
2109-6-LE18,15456.89,2018-11-02,34401-139
2109-6-LE18,11852.24,2018-07-19,34402-33
1553-714-L118,471.87,2018-10-02,34403-77
1553-714-L118,3561.7,2018-09-25,34404-70
1553-714-L118,907.48,2018-09-17,34405-62
1553-714-L118,1399.28,2018-08-11,34406-25
2165-195-LQ18,0,2018-11-02,34407-77
2165-195-LQ18,0,2018-09-09,34408-23
1559-81-LE18,498.75,2019-01-02,34409-97
1559-81-LE18,321.42,2018-11-22,34410-56
1559-81-LE18,318.15,2019-01-22,34411-117
1559-81-LE18,684.12,2018-11-07,34412-41
4661-42-LQ18,187566.99,2019-01-02,34413-58
1952-3-LE19,6257.84,2019-03-23,34414-35
1952-3-LE19,7266.44,2019-06-03,34415-107
1952-3-LE19,184.37,2019-05-19,34416-92
1952-3-LE19,1450.74,2019-02-19,34417-3
1952-3-LE19,4997.82,2019-03-25,34418-37
673684-44-LQ18,19137.59,2019-04-30,34419-47
673684-44-LQ18,74909.34,2019-03-06,34420--8
673684-44-LQ18,12361.86,2019-03-13,34421--1
673684-44-LQ18,126573.48,2019-06-05,34422-83
673684-44-LQ18,2864.9,2019-04-21,34423-38
5326-14-LE19,1902.8,2019-05-07,34424-47
5326-14-LE19,2771.2,2019-06-06,34425-77
1553-292-L119,76.14,2019-05-16,34426-11
1553-292-L119,408.47,2019-05-26,34427-21
1553-292-L119,1539.73,2019-06-20,34428-46
1555-10-LE19,23402.61,2019-10-15,34429-49
1559-21-LE20,33297.88,2020-07-30,34430-66
1559-21-LE20,13826.99,2020-07-03,34431-39
2258-63-LE21,12695.58,2021-06-03,34432-43
1549-89-R118,67401.64,2018-06-17,34433-44
1549-89-R118,22092.63,2018-07-26,34434-83
1549-89-R118,3677.62,2018-05-06,34435-2
1057055-33-LE19,1598.18,2019-04-18,34436-14
1057055-33-LE19,2736.61,2019-08-17,34437-135
1057055-33-LE19,12677.87,2019-06-19,34438-76
1057055-33-LE19,7042.59,2019-04-03,34439--1
873299-63-LE19,0,2019-09-09,34440-39
1057532-52-L119,387.16,2019-10-27,34441-78
1057532-52-L119,2694.03,2019-10-09,34442-60
1057532-52-L119,3511.93,2019-10-11,34443-62
4309-218-LE19,8966.49,2019-11-29,34444-73
4309-218-LE19,11745.33,2019-10-26,34445-39
4309-218-LE19,25324.73,2020-01-06,34446-111
1947-170-LE19,444.14,2020-02-28,34447-34
1947-170-LE19,418.34,2020-03-11,34448-46
1947-170-LE19,338.63,2020-04-23,34449-89
2171-38-L120,1065.44,2020-07-08,34450-39
2171-38-L120,818.47,2020-08-04,34451-66
2171-38-L120,371.35,2020-07-24,34452-55
4309-232-LE20,0,2020-08-25,34453-4
4309-232-LE20,0,2020-10-10,34454-50
4309-232-LE20,0,2020-09-05,34455-15
1057055-128-LE20,3031.81,2020-11-11,34456-65
1057055-128-LE20,10638.03,2020-11-05,34457-59
2107-140-L120,1820.63,2020-11-22,34458-22
1058012-11-LE21,2527.58,2021-06-25,34459-57
1058012-11-LE21,493.59,2021-05-21,34460-22
1058012-11-LE21,656.93,2021-05-23,34461-24
4309-202-LE21,40.47,2021-09-19,34462-58
4309-202-LE21,693.42,2021-08-10,34463-18
4309-202-LE21,51.88,2021-09-06,34464-45
4309-202-LE21,199.73,2021-08-12,34465-20
4309-202-LE21,217.8,2021-09-28,34466-67
1058085-90-LE21,12051.45,2021-10-12,34467-55
1058085-90-LE21,16865.61,2021-09-27,34468-40
1973-56-LQ19,39475.95,2020-01-16,34469-3
1973-56-LQ19,27600.55,2020-02-17,34470-35
1973-56-LQ19,28761.94,2020-03-03,34471-50
1973-56-LQ19,16611.33,2020-01-26,34472-13
1973-56-LQ19,3101.59,2020-02-23,34473-41
502-80-LE18,19796.49,2018-08-15,34474-62
502-80-LE18,44437.65,2018-07-24,34475-40
2200-12-LP20,0,2020-05-26,34476-27
2200-12-LP20,0,2020-06-25,34477-57
2200-12-LP20,0,2020-04-28,34478--1
1057539-33-LR20,0,2020-07-29,34479-32
1057539-55-LR20,20898.15,2021-01-12,34480-36
1057539-55-LR20,75755.32,2020-12-27,34481-20
1057539-55-LR20,313872.5,2021-03-25,34482-108
1057539-77-LR20,227727.34,2021-05-18,34483-91
1057539-77-LR20,198204.4,2021-04-11,34484-54
1057491-34-LP21,52426.29,2021-05-16,34485-5
1057491-34-LP21,15238.73,2021-07-14,34486-64
1057491-34-LP21,5377.3,2021-08-08,34487-89
1514-38-LQ21,42861.07,2021-08-30,34488-77
1514-38-LQ21,16985.69,2021-07-01,34489-17
1514-38-LQ21,54029.58,2021-06-19,34490-5
1514-38-LQ21,5481.99,2021-06-25,34491-11
1514-38-LQ21,84640.25,2021-08-01,34492-48
1057535-16-LE21,219.81,2021-12-28,34493-70
1057535-16-LE21,1576.02,2021-11-17,34494-29
1057535-16-LE21,292.34,2021-11-18,34495-30
4375-68-LE18,15451.5,2018-07-02,34496-56
359-50-LE18,3270.35,2018-09-11,34497-57
359-50-LE18,5614.13,2018-08-11,34498-26
1554-64-LE18,1876.04,2018-12-20,34499-78
1554-64-LE18,827.87,2018-11-26,34500-54
1554-64-LE18,1200.46,2018-11-04,34501-32
1554-64-LE18,642.56,2018-11-17,34502-45
1554-64-LE18,1483.54,2018-11-06,34503-34
1499-104-LP18,6867.28,2019-01-03,34504-64
1499-104-LP18,9810.96,2018-11-30,34505-30
2105-152-LE18,6474.5,2019-01-12,34506-55
2165-396-LE18,1888.23,2019-04-18,34507-69
2165-396-LE18,11775.36,2019-02-04,34508--4
1499-1-LP19,11429.66,2019-03-08,34509-18
1499-1-LP19,54537.87,2019-04-16,34510-57
1499-1-LP19,2305.29,2019-03-06,34511-16
1499-1-LP19,9747.77,2019-05-19,34512-90
1499-1-LP19,1612.15,2019-03-22,34513-32
886954-15-LQ19,16254.13,2019-06-06,34514-85
886954-15-LQ19,27850.01,2019-07-20,34515-129
886954-15-LQ19,104619.48,2019-06-20,34516-99
886954-15-LQ19,18637.52,2019-06-27,34517-106
886954-15-LQ19,4871.98,2019-05-10,34518-58
1499-3-LP19,9178.8,2019-05-26,34519-78
1499-3-LP19,42963.66,2019-04-30,34520-52
1499-3-LP19,10188.73,2019-04-08,34521-30
1499-3-LP19,4035.09,2019-05-04,34522-56
886954-105-LP19,25372.35,2019-09-05,34523-71
886954-105-LP19,27272.45,2019-08-09,34524-44
886954-105-LP19,20628.52,2019-07-23,34525-27
1380-109-LE19,7155.53,2019-09-07,34526-74
1380-109-LE19,17272.02,2019-08-05,34527-41
1380-109-LE19,3122.74,2019-09-21,34528-88
1380-109-LE19,16568.55,2019-09-24,34529-91
886954-209-LE19,5913.39,2019-12-21,34530-73
886954-209-LE19,29748.87,2019-12-03,34531-55
886954-209-LE19,2910.25,2019-10-10,34532-1
1057540-82-LE19,2582.11,2020-02-27,34533-38
1057540-82-LE19,439.11,2020-01-27,34534-7
1057540-82-LE19,1548.5,2020-03-30,34535-70
1641-8-LR20,42392.6,2020-03-02,34536--21
1641-8-LR20,3718.66,2020-06-28,34537-97
1641-8-LR20,76379.97,2020-04-24,34538-32
1641-8-LR20,127233.9,2020-04-19,34539-27
1641-8-LR20,296277.78,2020-05-09,34540-47
1057501-39-LE20,740.94,2020-05-19,34541-66
1057501-39-LE20,493.37,2020-05-13,34542-60
886954-147-LE20,8520.69,2020-10-18,34543--3
886954-147-LE20,15202.71,2020-12-27,34544-67
886954-147-LE20,9481.58,2020-10-11,34545--10
886954-147-LE20,6202.82,2020-12-31,34546-71
1057049-320-LQ20,26908.54,2021-01-28,34547-10
1057049-320-LQ20,38608.04,2021-02-13,34548-26
1057049-320-LQ20,4198.89,2021-03-29,34549-70
1057049-320-LQ20,53693.83,2021-03-21,34550-62
1057049-320-LQ20,19358.61,2021-04-08,34551-80
1057532-131-LE20,2837.83,2021-05-27,34552-106
1057532-131-LE20,10156.17,2021-02-25,34553-15
1057532-131-LE20,7070,2021-04-01,34554-50
2111-22-LQ21,31031.64,2021-06-19,34555-74
2111-22-LQ21,15738.24,2021-06-05,34556-60
5053-22-LE21,1922.51,2021-05-26,34557-44
5053-22-LE21,1714.5,2021-06-27,34558-76
5053-22-LE21,688.83,2021-06-08,34559-57
5053-22-LE21,4155.41,2021-07-20,34560-99
5053-22-LE21,2391.81,2021-05-27,34561-45
1057491-37-LP21,50112.09,2021-08-10,34562-80
1057491-37-LP21,53694.98,2021-06-13,34563-22
1488-7-LE21,14251.27,2021-06-18,34564-38
2080-168-LE21,482.2,2021-08-01,34565-23
2080-168-LE21,1375.1,2021-08-22,34566-44
2080-168-LE21,29560.56,2021-09-01,34567-54
2080-168-LE21,4008.02,2021-08-01,34568-23
2080-168-LE21,17569.72,2021-08-15,34569-37
886954-65-LE21,7032.5,2021-09-23,34570-78
886954-65-LE21,7248.6,2021-08-30,34571-54
2111-123-LQ21,2587.75,2021-08-30,34572-12
2111-123-LQ21,16018.54,2021-09-30,34573-43
2111-123-LQ21,1892.89,2021-11-08,34574-82
2111-123-LQ21,16478.32,2021-09-11,34575-24
2111-123-LQ21,971.79,2021-10-04,34576-47
1057489-221-LE21,6886.11,2021-09-18,34577-18
1057489-221-LE21,24974.8,2021-10-19,34578-49
1057489-221-LE21,15631.91,2021-12-02,34579-93
1057544-205-LQ21,93570.36,2021-11-11,34580-52
1057544-205-LQ21,102439.79,2021-10-30,34581-40
1057544-205-LQ21,10681.75,2021-10-25,34582-35
2067-25-L121,1648.95,2021-12-05,34583-60
1057491-79-LP20,18745.73,2020-09-27,34584--3
1057491-79-LP20,39216.54,2020-11-23,34585-54
4640-40-LQ18,3724.83,2018-11-23,34586-65
4640-40-LQ18,5864.36,2018-10-17,34587-28
4640-40-LQ18,1832.29,2018-09-03,34588--16
4640-40-LQ18,1944.83,2018-12-02,34589-74
4640-40-LQ18,1187.29,2018-11-20,34590-62
2096-18-LQ18,13242.37,2018-11-03,34591-35
1057430-30-LQ19,5407.5,2019-12-01,34592-47
1057430-30-LQ19,4528.17,2019-12-09,34593-55
1057430-30-LQ19,1293.2,2020-01-04,34594-81
1057430-30-LQ19,4478.18,2019-12-27,34595-73
1057448-30-LR21,286778.09,2021-10-12,34596-87
1057448-30-LR21,191591.29,2021-09-04,34597-49
956-5-LE18,2132.05,2018-05-22,34598-66
956-5-LE18,218.44,2018-04-29,34599-43
956-5-LE18,7144.92,2018-03-28,34600-11
956-5-LE18,344.73,2018-04-22,34601-36
956-5-LE18,420.53,2018-05-18,34602-62
415-19-LQ18,86705.58,2018-08-08,34603-16
415-19-LQ18,17989.09,2018-09-26,34604-65
1553-997-L118,442.85,2018-11-01,34605-51
1553-997-L118,1158.2,2018-09-23,34606-12
1553-997-L118,136.45,2018-08-30,34607--12
2165-262-LE18,6937.66,2019-01-03,34608-84
2165-262-LE18,3675.15,2018-12-04,34609-54
2165-262-LE18,1259.63,2018-11-17,34610-37
608-392-LQ17,11665.53,2019-01-18,34611-38
2142-62-LQ18,130485.68,2019-01-24,34612-58
5461-41-LE18,967.33,2019-02-21,34613-86
5461-41-LE18,235.15,2019-01-16,34614-50
4465-90-LQ18,4796.09,2019-02-13,34615-54
4465-90-LQ18,1824.96,2019-02-06,34616-47
4465-90-LQ18,53.89,2019-02-07,34617-48
4465-90-LQ18,103.88,2019-02-25,34618-66
4465-90-LQ18,361.15,2019-01-30,34619-40
4309-271-LQ18,5583.31,2019-01-27,34620-36
4309-271-LQ18,14011.14,2019-01-14,34621-23
1514-113-LQ18,156586.84,2019-04-06,34622-46
2111-10-LQ19,0,2019-05-12,34623-54
2125-8-L119,161.46,2019-05-13,34624-78
2125-8-L119,85.52,2019-03-22,34625-26
2125-8-L119,837.57,2019-04-13,34626-48
2125-8-L119,322.23,2019-02-28,34627-4
4309-43-LQ19,5854.78,2019-05-11,34628-42
4309-43-LQ19,1187.55,2019-04-22,34629-23
4309-43-LQ19,1384.25,2019-05-20,34630-51
4309-43-LQ19,2637.13,2019-05-13,34631-44
1553-191-L119,3181.71,2019-04-24,34632-26
782174-21-LQ19,2215.69,2019-05-09,34633-14
782174-21-LQ19,9993.97,2019-06-06,34634-42
782174-21-LQ19,373.06,2019-06-29,34635-65
4375-39-LE19,2519.12,2019-05-11,34636-16
4375-39-LE19,9432.63,2019-07-06,34637-72
4375-39-LE19,385.42,2019-05-30,34638-35
4375-39-LE19,10975.31,2019-07-18,34639-84
1641-83-LQ19,12274.44,2019-07-10,34640-29
1641-83-LQ19,211670.01,2019-08-30,34641-80
1641-83-LQ19,69367.12,2019-07-02,34642-21
1641-83-LQ19,7972.02,2019-08-18,34643-68
1057441-22-LQ19,622.29,2019-07-11,34644--1
1057441-22-LQ19,608.97,2019-09-11,34645-61
1155-33-LQ19,12229.38,2019-06-07,34646--25
1155-33-LQ19,14236.17,2019-07-26,34647-24
1155-33-LQ19,49803.7,2019-08-27,34648-56
1155-33-LQ19,18571.87,2019-08-27,34649-56
1075963-31-LE19,610.75,2019-10-12,34650-58
1075963-31-LE19,3211.44,2019-09-19,34651-35
1075963-31-LE19,5103.09,2019-09-18,34652-34
1057489-72-LE19,1414.27,2019-09-23,34653-23
1499-14-LQ20,126998.02,2020-04-01,34654-11
1499-14-LQ20,69421.2,2020-06-01,34655-72
1499-14-LQ20,64261.56,2020-06-12,34656-83
1499-14-LQ20,16356.25,2020-06-03,34657-74
1947-15-LQ20,146128.69,2020-06-16,34658-46
1947-15-LQ20,111744.02,2020-07-02,34659-62
1947-15-LQ20,4908.58,2020-05-23,34660-22
4309-245-CO20,1295.12,2020-11-02,34661-42
1641-164-LQ20,33188.39,2020-12-23,34662-55
1641-164-LQ20,16900.67,2020-11-09,34663-11
1641-164-LQ20,27839.89,2021-01-02,34664-65
1641-164-LQ20,2871.09,2020-11-26,34665-28
1641-164-LQ20,11881.45,2020-12-26,34666-58
4309-292-LQ20,88182.29,2020-11-03,34667-8
4309-292-LQ20,113633.32,2021-01-01,34668-67
4309-292-LQ20,24542.95,2020-12-27,34669-62
4309-292-LQ20,3361.48,2020-12-11,34670-46
2126-32-LR20,0,2021-02-04,34671-55
2126-32-LR20,0,2021-01-02,34672-22
2126-32-LR20,0,2021-01-14,34673-34
2126-32-LR20,0,2021-01-27,34674-47
4309-326-H220,22993.31,2021-02-08,34675-46
4309-326-H220,314.88,2020-12-10,34676--14
1057472-2-LQ21,16975.79,2021-04-04,34677-13
1514-41-LP21,97779.99,2021-07-31,34678-35
1057547-144-L121,690.53,2021-07-28,34679-19
1057547-144-L121,2163.01,2021-09-26,34680-79
1057547-144-L121,243.07,2021-06-14,34681--25
1057547-144-L121,1725.15,2021-08-29,34682-51
4309-220-LR21,53823.35,2021-11-25,34683-53
4309-220-LR21,503491.75,2021-11-12,34684-40
1499-103-LQ21,73731.35,2021-10-28,34685-44
1499-103-LQ21,76239.34,2021-11-28,34686-75
1499-103-LQ21,122092.46,2021-11-08,34687-55
1057489-48-LQ20,93385.92,2020-04-12,34688-15
1057489-48-LQ20,117495.58,2020-05-06,34689-39
1947-97-LE20,154.13,2020-11-13,34690-86
1947-97-LE20,731.79,2020-10-26,34691-68
1947-97-LE20,276.24,2020-11-14,34692-87
1947-97-LE20,749.16,2020-10-26,34693-68
1057501-127-LE21,1423.65,2021-09-02,34694-44
1057501-127-LE21,567.77,2021-08-26,34695-37
1057500-63-L121,162.39,2021-11-22,34696-47
1057500-63-L121,2626.85,2021-12-12,34697-67
1057500-63-L121,1076.01,2021-10-01,34698--5
1057500-63-L121,1150.87,2021-12-01,34699-56
2060-11-LE18,944.08,2018-03-29,34700-35
2060-11-LE18,23827.45,2018-05-18,34701-85
2060-11-LE18,5860.79,2018-03-06,34702-12
2060-11-LE18,293.78,2018-04-18,34703-55
2060-10-LE19,23466.77,2019-04-22,34704-48
2060-10-LE19,25587.05,2019-03-22,34705-17
2080-276-CO20,10203.57,2020-05-30,34706--35
2080-276-CO20,8174.31,2020-09-06,34707-64
2080-276-CO20,1028.38,2020-07-23,34708-19
2080-276-CO20,7014.1,2020-10-12,34709-100
2080-276-CO20,30720.11,2020-09-06,34710-64
2207-368-R119,1274.57,2019-11-19,34711--5
2144-9-L118,922.11,2018-05-15,34712-55
2144-9-L118,190.58,2018-06-18,34713-89
2144-9-L118,94.01,2018-05-20,34714-60
2144-28-L118,113.4,2018-07-31,34715-42
2144-28-L118,310.22,2018-07-17,34716-28
2144-28-L118,156.69,2018-08-20,34717-62
2144-28-L118,897.5,2018-08-10,34718-52
2144-28-L118,141.44,2018-09-09,34719-82
2107-171-L118,2608.48,2018-07-22,34720-17
1620-102-L118,82.54,2018-12-14,34721-38
1620-102-L118,1236.05,2019-02-06,34722-92
1620-102-L118,26.8,2018-12-04,34723-28
1057390-28-L119,68.11,2019-11-11,34724-91
1057390-28-L119,343.78,2019-07-26,34725--17
1057390-28-L119,1398.22,2019-09-11,34726-30
1057390-28-L119,767.33,2019-10-04,34727-53
5184-173-L121,0.69,2022-01-26,34728-74
5184-173-L121,385.32,2022-02-03,34729-82
5184-173-L121,423.69,2021-12-03,34730-20
5184-173-L121,1374.24,2022-01-03,34731-51
5184-173-L121,398.22,2022-01-13,34732-61
2078-88-LE19,2372.81,2020-01-12,34733-34
2078-88-LE19,595.47,2020-04-03,34734-116
2078-88-LE19,129.16,2020-03-06,34735-88
2078-88-LE19,876.36,2020-02-06,34736-59
2112-29-L119,80.24,2019-10-07,34737-84
2112-29-L119,246.91,2019-09-17,34738-64
2112-29-L119,876.61,2019-10-11,34739-88
1175-144-LR18,0,2018-12-17,34740-50
1175-144-LR18,0,2018-12-24,34741-57
2080-232-R118,1151.86,2018-10-11,34742-74
2080-232-R118,398.4,2018-11-11,34743-105
2080-232-R118,1361.43,2018-10-12,34744-75
2080-232-R118,359.54,2018-08-30,34745-32
2105-116-L118,5080.31,2019-01-26,34746-111
2105-116-L118,793.46,2018-10-27,34747-20
1380-141-LE19,5655.31,2019-08-15,34748-22
1380-141-LE19,276,2019-09-03,34749-41
1557-50-L119,499.74,2020-01-12,34750--8
1557-50-L119,1159.39,2020-03-30,34751-70
1557-50-L119,302.43,2020-05-29,34752-130
1380-48-LE21,9983.13,2021-07-12,34753-58
1380-48-LE21,6172.78,2021-06-06,34754-22
1380-48-LE21,8050.57,2021-07-25,34755-71
608-13-LQ18,49994.75,2018-06-08,34756-74
608-13-LQ18,8489.39,2018-05-18,34757-53
